window_idx,pred_command,confidence
22675,7,0.1482
22676,15,0.1372
22679,7,0.1080
22681,5,0.1198
22683,13,0.1351
22684,18,0.1071
22685,29,0.1273
22686,32,0.2459
22688,15,0.1164
22689,15,0.1027
22690,21,0.1232
22692,7,0.1565
22694,21,0.1045
22697,25,0.1206
22698,7,0.2084
22699,7,0.1856
22700,1,0.1260
22701,0,0.1061
22703,7,0.1215
22704,7,0.1314
22705,5,0.2003
22706,7,0.1744
22707,7,0.1396
22708,23,0.1133
22709,26,0.1063
22711,3,0.1582
22712,14,0.1393
22714,8,0.1156
22716,15,0.1219
22717,7,0.1665
22718,7,0.1098
22720,32,0.2093
22721,4,0.3615
22722,4,0.2113
22724,15,0.1804
22725,18,0.1942
22726,7,0.1456
22727,7,0.1758
22728,5,0.1948
22729,7,0.1049
22730,7,0.1252
22731,7,0.1255
22732,21,0.1299
22733,21,0.1451
22735,21,0.1298
22736,7,0.1326
22737,15,0.1430
22738,15,0.1168
22739,24,0.1171
22740,7,0.1504
22741,19,0.1327
22742,6,0.1456
22743,6,0.1925
22745,24,0.1317
22746,24,0.1469
22747,30,0.1513
22748,24,0.1512
22749,7,0.1350
22750,24,0.2445
22751,24,0.1609
22752,21,0.1505
22753,23,0.1503
22754,8,0.1636
22755,7,0.1544
22756,24,0.2243
22757,24,0.1806
22758,24,0.1856
22759,24,0.1685
22760,21,0.1435
22761,21,0.1717
22762,24,0.1346
22764,21,0.2117
22766,30,0.1120
22767,6,0.1878
22768,6,0.1374
22769,21,0.1408
22770,24,0.2208
22772,22,0.1586
22774,21,0.1037
22775,24,0.3020
22776,24,0.4943
22777,19,0.1153
22778,6,0.1050
22779,24,0.1846
22780,7,0.1623
22781,24,0.2517
22782,19,0.1118
22784,21,0.1433
22785,24,0.2697
22786,19,0.1721
22787,24,0.1855
22788,21,0.1369
22789,30,0.1470
22790,24,0.2123
22791,24,0.3062
22792,24,0.1410
22793,24,0.2508
22794,24,0.2050
22795,23,0.1392
22796,7,0.1713
22797,24,0.2655
22798,24,0.4650
22799,22,0.2177
22800,8,0.1032
22801,7,0.1080
22803,24,0.1059
22804,13,0.1026
22805,8,0.3173
22806,8,0.6194
22807,28,0.2689
22808,28,0.1903
22809,28,0.1553
22810,23,0.2164
22811,2,0.1500
22812,28,0.1800
22813,22,0.1572
22815,27,0.1064
22816,22,0.1384
22817,22,0.1669
22819,25,0.1169
22820,23,0.1168
22821,15,0.1146
22822,32,0.1129
22824,12,0.1061
22825,33,0.1214
22826,28,0.1072
22830,26,0.1351
22831,22,0.1560
22832,8,0.5391
22833,22,0.1551
22834,28,0.1296
22835,9,0.1238
22836,23,0.1746
22841,23,0.1363
22842,5,0.2766
22844,31,0.1682
22846,5,0.1081
22847,5,0.1265
22848,32,0.1225
22849,32,0.1379
22850,32,0.2437
22851,32,0.4293
22852,32,0.3284
22853,32,0.2852
22854,32,0.2259
22855,32,0.1533
22856,32,0.1947
22857,32,0.2740
22858,33,0.2288
22859,13,0.1449
22860,13,0.1453
22861,29,0.1718
22862,33,0.2509
22863,33,0.3441
22864,32,0.2224
22865,33,0.2092
22866,31,0.1096
22867,32,0.2461
22868,12,0.1092
22869,31,0.1169
22870,32,0.1229
22871,32,0.1071
22872,33,0.3121
22873,33,0.3149
22874,16,0.2062
22875,19,0.2079
22876,31,0.1675
22877,4,0.1312
22878,16,0.2932
22879,16,0.2724
22880,24,0.3358
22881,21,0.1641
22882,19,0.2556
22883,16,0.1982
22884,16,0.2259
22885,16,0.1867
22886,23,0.1336
22887,16,0.1179
22888,23,0.1120
22889,23,0.1236
22890,19,0.2734
22891,15,0.2355
22892,31,0.1160
22893,19,0.1772
22894,32,0.1556
22896,33,0.2182
22897,32,0.1510
22899,16,0.1211
22900,33,0.1534
22902,19,0.2464
22903,32,0.1131
22904,33,0.4912
22905,33,0.2209
22907,32,0.2149
22908,33,0.1577
22909,32,0.1539
22910,32,0.1592
22912,32,0.1089
22913,19,0.1231
22914,7,0.2056
22915,19,0.1207
22916,19,0.1934
22917,19,0.2318
22918,19,0.1677
22921,33,0.1189
22922,33,0.1393
22924,19,0.1643
22925,19,0.1315
22926,31,0.1199
22927,32,0.1545
22928,33,0.1457
22929,19,0.1862
22930,7,0.1473
22931,7,0.2118
22932,7,0.1482
22933,32,0.1490
22934,32,0.1297
22936,23,0.1327
22937,19,0.1364
22938,5,0.1548
22941,24,0.2630
22942,19,0.1314
22943,7,0.1236
22944,7,0.1053
22945,19,0.1184
22946,19,0.1714
22947,7,0.1719
22948,7,0.1679
22949,7,0.1211
22950,7,0.1509
22951,24,0.1617
22952,24,0.3360
22953,24,0.2400
22954,7,0.1361
22955,7,0.1044
22956,7,0.1629
22957,1,0.1063
22958,1,0.1387
22959,7,0.1232
22960,7,0.1130
22961,7,0.1439
22962,7,0.1905
22963,1,0.1471
22964,19,0.1304
22965,1,0.1037
22966,7,0.1225
22967,7,0.1398
22968,19,0.1172
22969,19,0.1687
22971,1,0.1720
22972,1,0.2360
22973,7,0.1540
22974,24,0.1760
22975,24,0.1053
22977,7,0.1278
22978,7,0.1279
22981,7,0.1710
22982,24,0.1548
22983,7,0.1369
22984,7,0.1186
22986,7,0.2333
22987,7,0.2595
22988,32,0.1952
22989,1,0.2622
22990,24,0.1589
22991,7,0.1580
22992,19,0.1389
22993,7,0.1347
22994,7,0.2379
22995,7,0.1799
22996,7,0.1894
22997,23,0.1114
22998,19,0.1318
22999,19,0.1048
23000,7,0.1153
23001,7,0.1414
23002,32,0.1518
23003,1,0.1758
23004,1,0.3062
23005,7,0.1695
23006,7,0.1217
23007,19,0.1325
23008,7,0.1492
23009,5,0.1418
23010,7,0.1067
23011,7,0.1418
23012,7,0.1615
23013,7,0.1336
23014,8,0.1135
23016,24,0.1421
23017,7,0.1038
23018,7,0.1132
23021,7,0.1404
23023,7,0.1588
23024,21,0.1303
23026,24,0.1385
23028,0,0.1200
23029,22,0.1945
23030,24,0.1977
23031,7,0.1145
23032,24,0.1484
23033,7,0.1567
23034,19,0.1266
23035,23,0.1195
23036,7,0.1336
23037,7,0.1137
23040,9,0.1469
23041,7,0.1370
23043,5,0.1093
23044,21,0.1095
23050,7,0.1364
23051,19,0.1170
23053,7,0.1165
23055,24,0.1210
23056,7,0.1135
23057,23,0.1402
23058,24,0.1231
23059,23,0.1442
23060,19,0.1719
23061,22,0.2423
23062,24,0.3626
23063,22,0.1917
23064,22,0.1139
23065,22,0.2218
23066,24,0.1991
23067,7,0.1224
23068,23,0.1520
23069,22,0.1956
23071,7,0.2238
23072,24,0.2096
23073,23,0.1694
23074,19,0.1374
23075,23,0.2861
23076,22,0.2489
23077,20,0.1521
23078,8,0.1857
23079,8,0.1073
23080,22,0.1236
23081,24,0.2423
23082,23,0.1497
23083,8,0.2585
23084,23,0.2220
23085,24,0.2285
23086,23,0.1668
23087,23,0.2365
23088,23,0.1953
23089,22,0.2311
23090,24,0.1927
23091,23,0.1890
23092,22,0.2566
23093,16,0.3713
23094,22,0.1675
23095,8,0.1945
23096,22,0.1723
23097,22,0.3776
23098,24,0.1638
23099,22,0.2671
23100,22,0.4307
23101,22,0.2828
23102,23,0.1252
23103,24,0.1563
23104,24,0.1350
23105,24,0.1757
23106,22,0.1435
23107,20,0.1158
23109,23,0.1620
23110,22,0.2855
23111,22,0.2165
23112,22,0.2340
23113,22,0.2049
23114,22,0.2238
23115,22,0.1993
23116,22,0.1954
23117,22,0.1178
23118,22,0.2735
23119,22,0.2210
23120,24,0.1622
23121,22,0.1394
23122,23,0.2119
23123,24,0.2721
23124,22,0.1836
23125,22,0.1255
23126,24,0.1219
23127,22,0.2191
23128,24,0.2015
23129,22,0.1789
23130,24,0.2403
23131,22,0.1745
23132,22,0.1859
23133,23,0.1348
23134,22,0.1349
23135,24,0.2852
23136,24,0.1647
23137,19,0.1825
23138,8,0.2057
23139,24,0.2498
23140,24,0.2768
23141,28,0.1771
23142,22,0.1815
23143,22,0.4085
23144,22,0.2296
23145,22,0.1677
23146,20,0.2719
23147,22,0.2111
23148,24,0.2243
23149,22,0.3306
23150,24,0.2508
23151,22,0.2097
23152,22,0.2887
23153,20,0.2115
23154,22,0.3211
23155,22,0.2658
23156,24,0.1658
23157,23,0.1957
23158,23,0.1988
23159,8,0.1972
23160,24,0.1640
23161,22,0.2871
23162,22,0.2936
23163,22,0.1930
23164,22,0.2500
23165,20,0.2964
23166,20,0.1823
23167,8,0.3929
23168,20,0.2114
23169,31,0.1108
23170,20,0.2488
23171,8,0.2430
23172,8,0.3919
23173,22,0.2106
23174,30,0.1867
23175,24,0.1088
23176,24,0.1088
23177,24,0.1110
23178,21,0.1126
23180,24,0.1633
23181,21,0.1339
23182,21,0.1328
23183,8,0.3031
23184,16,0.4961
23185,25,0.1276
23186,4,0.1806
23188,7,0.1375
23190,18,0.1036
23193,8,0.2060
23195,7,0.1163
23198,7,0.1040
23200,0,0.1055
23201,0,0.3598
23204,7,0.1217
23207,21,0.1171
23208,5,0.1150
23209,5,0.1105
23210,18,0.1830
23211,18,0.2128
23212,0,0.1206
23215,15,0.1395
23216,15,0.1512
23217,7,0.1845
23218,18,0.1216
23219,18,0.2936
23220,18,0.1270
23222,8,0.1067
23223,8,0.1177
23225,24,0.1453
23226,7,0.1458
23227,7,0.1335
23228,11,0.1198
23229,21,0.1655
23230,24,0.1128
23231,30,0.1743
23232,30,0.1128
23233,21,0.1271
23234,7,0.2038
23235,25,0.1349
23236,31,0.1841
23237,12,0.2015
23238,7,0.1033
23242,8,0.3559
23243,13,0.1456
23244,13,0.1094
23245,15,0.1822
23246,15,0.1473
23247,15,0.1621
23248,9,0.1245
23249,13,0.1217
23250,18,0.2448
23251,13,0.1086
23253,30,0.1195
23254,0,0.1900
23255,25,0.1053
23258,21,0.1286
23259,7,0.2039
23260,1,0.2217
23261,1,0.2789
23263,5,0.1066
23266,29,0.1273
23268,7,0.1408
23269,13,0.2661
23270,16,0.2026
23271,18,0.1175
23272,7,0.1783
23273,1,0.1153
23274,1,0.1619
23275,24,0.1450
23277,12,0.1644
23278,5,0.1406
23279,16,0.2567
23280,13,0.1564
23281,25,0.1203
23282,25,0.1400
23283,0,0.1711
23284,0,0.1078
23286,13,0.1695
23287,15,0.1259
23289,21,0.1186
23290,30,0.1093
23291,24,0.1860
23292,21,0.1709
23293,24,0.3562
23294,31,0.1300
23295,1,0.1086
23296,19,0.1152
23297,24,0.1110
23298,24,0.1159
23299,24,0.2748
23300,19,0.1300
23303,7,0.1433
23304,21,0.1460
23305,21,0.1330
23306,21,0.1218
23307,7,0.1333
23308,30,0.1350
23310,21,0.1298
23311,24,0.2070
23312,24,0.1979
23313,24,0.1615
23314,21,0.1818
23315,8,0.5768
23316,8,0.1781
23317,7,0.1185
23318,7,0.1309
23319,24,0.2692
23320,8,0.4434
23321,8,0.7197
23324,7,0.1279
23325,7,0.1138
23326,24,0.1336
23327,24,0.2037
23328,19,0.1494
23329,32,0.1047
23330,7,0.1130
23331,7,0.1558
23332,19,0.1064
23333,24,0.1092
23334,24,0.2089
23335,21,0.1581
23336,21,0.1240
23338,24,0.1610
23339,24,0.2248
23340,24,0.1167
23341,24,0.1139
23344,7,0.1354
23345,24,0.3109
23346,24,0.1434
23348,30,0.1616
23349,24,0.2861
23350,24,0.3557
23351,21,0.1985
23352,24,0.1976
23353,4,0.2564
23354,33,0.1689
23356,24,0.1220
23358,21,0.1135
23359,24,0.3077
23360,22,0.1736
23361,8,0.8512
23362,8,0.3252
23365,24,0.2251
23366,22,0.2695
23367,4,0.3088
23368,25,0.1515
23369,24,0.1713
23370,8,0.4312
23371,8,0.3411
23372,8,0.1732
23373,24,0.2539
23374,24,0.2249
23375,23,0.2448
23376,23,0.1665
23377,21,0.1677
23378,8,0.3167
23379,20,0.1825
23380,16,0.4763
23381,8,0.4624
23382,16,0.4505
23383,8,0.5687
23384,20,0.1847
23385,20,0.2574
23386,24,0.4671
23387,24,0.1726
23388,24,0.2798
23389,24,0.3974
23390,24,0.4513
23391,24,0.2354
23392,24,0.1984
23393,22,0.3623
23394,24,0.4945
23395,24,0.2361
23396,24,0.2850
23397,24,0.2796
23398,24,0.4876
23399,24,0.3192
23400,24,0.2892
23401,24,0.1837
23402,22,0.1993
23403,23,0.3155
23404,23,0.2575
23405,23,0.2362
23406,8,0.3110
23407,8,0.3235
23408,8,0.1869
23409,23,0.2432
23410,8,0.2029
23411,8,0.4151
23412,20,0.2360
23413,8,0.4288
23414,8,0.2130
23415,20,0.2707
23416,24,0.2877
23417,24,0.4111
23418,24,0.5456
23419,24,0.2552
23420,24,0.3429
23421,24,0.4845
23422,24,0.4328
23423,24,0.2162
23424,23,0.1466
23425,23,0.1585
23426,19,0.1655
23427,24,0.3334
23428,24,0.3079
23429,22,0.1778
23430,22,0.2304
23431,8,0.1684
23432,8,0.2100
23433,8,0.3962
23434,16,0.2694
23435,8,0.3361
23436,23,0.2513
23437,23,0.2117
23438,8,0.3338
23439,23,0.2060
23440,16,0.2780
23441,24,0.3106
23442,24,0.2265
23443,8,0.2195
23444,8,0.2429
23445,10,0.1989
23446,8,0.1636
23447,24,0.3116
23448,24,0.2855
23449,24,0.3328
23450,24,0.2238
23451,11,0.1302
23452,19,0.1701
23453,24,0.2563
23454,24,0.2662
23455,24,0.2347
23456,24,0.1739
23457,8,0.2350
23458,8,0.4254
23459,8,0.2070
23460,24,0.1850
23461,22,0.1971
23462,23,0.2881
23463,16,0.1595
23464,20,0.3747
23465,20,0.2649
23466,24,0.2730
23467,23,0.1977
23468,24,0.1860
23469,24,0.4397
23470,24,0.4098
23471,22,0.2790
23472,24,0.1614
23473,23,0.1315
23474,24,0.2714
23475,24,0.2374
23476,24,0.1417
23477,23,0.1371
23478,19,0.1898
23479,19,0.1669
23480,19,0.1965
23481,8,0.3732
23482,8,0.3995
23483,23,0.2261
23484,19,0.1528
23485,8,0.3173
23486,8,0.4768
23487,16,0.3846
23488,8,0.3585
23489,23,0.1716
23490,20,0.1894
23491,23,0.1547
23492,24,0.2128
23493,24,0.2881
23494,24,0.4257
23495,24,0.4523
23496,24,0.2285
23497,8,0.2016
23498,9,0.1919
23499,16,0.2941
23500,8,0.2277
23501,9,0.3556
23502,9,0.4474
23503,9,0.4162
23504,8,0.3516
23505,8,0.3636
23506,9,0.3014
23507,8,0.2783
23508,9,0.2703
23509,9,0.1637
23510,9,0.1459
23511,9,0.1635
23512,8,0.2768
23513,8,0.4244
23514,9,0.1969
23516,5,0.1176
23517,8,0.1253
23518,9,0.1830
23519,8,0.4127
23520,8,0.1322
23521,1,0.1259
23522,8,0.1102
23523,7,0.1370
23524,5,0.1606
23526,8,0.1322
23527,9,0.2343
23528,9,0.2297
23529,9,0.2247
23530,9,0.1512
23531,8,0.1592
23532,5,0.1837
23533,9,0.1430
23534,21,0.1578
23535,8,0.2214
23536,8,0.3164
23537,8,0.2967
23538,8,0.3981
23539,9,0.2299
23540,8,0.3120
23541,8,0.6807
23542,8,0.2684
23543,8,0.3124
23544,8,0.3029
23545,8,0.3052
23546,8,0.5447
23547,8,0.3774
23548,8,0.3933
23549,8,0.3124
23550,16,0.1868
23551,8,0.3962
23552,8,0.4014
23553,8,0.5550
23554,8,0.5029
23555,8,0.3689
23556,9,0.3007
23557,8,0.2659
23558,8,0.4033
23559,8,0.3901
23560,8,0.2079
23561,8,0.1598
23562,8,0.2499
23563,8,0.1701
23564,8,0.5054
23565,8,0.3606
23566,8,0.3625
23567,8,0.4710
23568,8,0.2985
23569,8,0.1714
23570,8,0.2701
23571,8,0.1912
23572,9,0.3718
23573,9,0.2642
23574,8,0.5253
23575,8,0.3177
23576,9,0.2760
23577,8,0.1986
23578,8,0.4150
23579,8,0.3761
23580,9,0.3066
23581,9,0.1109
23582,8,0.2542
23583,8,0.1379
23584,9,0.1731
23585,21,0.1568
23586,8,0.4833
23587,8,0.2539
23588,9,0.3213
23589,9,0.2581
23590,8,0.1153
23591,8,0.2619
23592,8,0.1809
23593,9,0.2777
23594,9,0.1820
23595,16,0.2782
23596,9,0.2735
23597,8,0.2099
23598,9,0.2037
23599,9,0.2686
23600,9,0.1514
23601,9,0.1195
23602,5,0.1572
23603,5,0.1139
23604,5,0.2442
23605,9,0.2392
23606,8,0.3225
23607,9,0.1259
23608,19,0.1903
23609,24,0.1596
23610,23,0.1945
23611,21,0.1664
23612,23,0.2132
23613,23,0.2711
23614,23,0.2212
23615,9,0.3028
23616,23,0.2159
23617,23,0.3003
23618,23,0.3085
23619,23,0.3153
23620,8,0.2446
23621,23,0.2907
23622,23,0.1955
23623,23,0.1338
23624,19,0.2040
23625,19,0.2060
23626,19,0.1615
23627,24,0.1871
23628,23,0.2366
23629,23,0.2551
23630,23,0.2114
23631,21,0.2259
23632,24,0.4700
23633,24,0.2458
23634,24,0.3169
23635,24,0.1624
23636,23,0.2054
23637,8,0.5228
23638,16,0.1638
23639,24,0.1799
23640,24,0.3868
23641,24,0.4222
23642,24,0.5358
23643,24,0.3546
23644,23,0.1773
23645,24,0.2405
23646,24,0.2497
23647,23,0.2404
23648,23,0.2327
23649,8,0.3735
23650,23,0.1903
23651,24,0.1990
23652,21,0.2987
23653,21,0.4041
23654,24,0.2167
23655,24,0.2122
23656,21,0.2275
23657,24,0.2571
23658,24,0.2152
23659,21,0.2332
23660,21,0.1300
23661,24,0.2219
23662,24,0.2947
23663,8,0.2096
23664,24,0.3979
23665,24,0.5697
23666,24,0.2826
23667,24,0.2416
23668,24,0.2570
23669,24,0.2960
23670,24,0.3882
23671,7,0.1628
23672,19,0.2023
23673,19,0.1522
23674,8,0.1612
23675,19,0.1427
23676,7,0.1866
23677,19,0.1603
23678,19,0.1242
23679,7,0.1861
23681,7,0.1226
23682,7,0.1858
23683,7,0.2649
23684,24,0.2104
23685,21,0.1798
23686,9,0.2184
23687,7,0.1413
23688,7,0.1709
23689,7,0.1619
23690,7,0.1201
23691,19,0.1382
23692,7,0.1619
23693,8,0.1354
23694,7,0.1437
23695,7,0.1968
23696,21,0.1575
23697,7,0.1659
23698,7,0.1901
23699,8,0.1239
23700,8,0.2416
23701,7,0.1161
23702,7,0.1446
23703,7,0.1450
23704,8,0.2414
23705,24,0.1400
23706,24,0.2647
23707,21,0.2807
23708,23,0.1337
23709,8,0.3319
23710,21,0.2205
23711,21,0.2154
23712,7,0.2066
23713,19,0.1499
23714,8,0.1748
23715,8,0.1932
23716,24,0.1826
23717,7,0.1354
23718,21,0.1470
23719,21,0.1310
23720,21,0.2083
23721,0,0.1786
23722,8,0.2717
23723,8,0.2781
23724,8,0.3034
23725,9,0.1915
23726,8,0.1680
23727,8,0.2294
23728,9,0.2982
23729,23,0.1731
23730,23,0.2226
23731,8,0.2562
23732,23,0.2150
23733,23,0.1407
23734,21,0.2315
23735,21,0.2271
23736,24,0.2255
23737,24,0.3196
23738,19,0.1614
23739,7,0.1465
23740,7,0.1995
23741,24,0.2722
23742,5,0.1604
23743,8,0.1561
23744,8,0.4148
23745,9,0.4320
23746,8,0.5226
23747,9,0.4604
23748,9,0.3968
23749,9,0.1991
23750,8,0.3375
23751,8,0.6814
23752,8,0.3649
23753,8,0.3071
23754,23,0.1953
23755,8,0.2808
23756,23,0.2275
23757,23,0.2352
23758,23,0.3380
23759,8,0.4883
23760,8,0.1387
23761,8,0.1913
23762,16,0.1806
23763,23,0.1631
23764,8,0.4594
23765,19,0.1957
23766,19,0.1414
23767,19,0.1591
23768,21,0.1388
23769,7,0.2264
23770,10,0.1281
23771,8,0.5665
23772,9,0.2356
23773,8,0.4510
23774,8,0.3286
23775,8,0.2363
23776,8,0.4697
23777,23,0.1670
23778,23,0.1783
23779,23,0.2544
23780,9,0.2903
23781,9,0.3663
23782,9,0.1503
23783,19,0.1348
23784,7,0.1840
23785,19,0.1725
23786,9,0.2799
23787,7,0.1568
23788,8,0.2650
23789,5,0.1180
23790,8,0.1330
23791,8,0.3905
23792,8,0.2756
23793,8,0.3603
23794,8,0.2031
23795,9,0.2850
23796,8,0.4272
23797,8,0.6384
23798,8,0.5247
23799,8,0.6222
23800,8,0.4825
23801,23,0.1630
23802,8,0.3717
23803,8,0.3932
23804,8,0.2532
23805,8,0.4026
23806,9,0.2652
23807,8,0.3191
23808,19,0.1352
23809,22,0.1569
23810,23,0.1647
23811,9,0.4449
23812,8,0.6472
23813,8,0.5951
23814,8,0.2677
23815,8,0.2804
23816,8,0.5538
23817,9,0.2722
23818,19,0.1906
23819,9,0.3893
23820,8,0.4364
23821,8,0.6439
23822,9,0.4047
23823,5,0.2799
23824,19,0.1180
23825,8,0.1591
23826,9,0.2740
23827,9,0.6169
23828,8,0.2672
23829,8,0.3907
23830,8,0.2750
23831,23,0.1799
23832,19,0.1488
23833,9,0.1565
23834,23,0.1269
23835,7,0.2058
23836,24,0.2489
23837,24,0.2997
23840,24,0.1132
23841,9,0.2426
23842,8,0.2560
23843,19,0.1832
23844,16,0.2433
23845,8,0.3813
23846,9,0.1517
23847,1,0.1254
23848,19,0.1463
23849,19,0.1912
23850,9,0.1700
23851,5,0.1802
23853,19,0.1472
23854,23,0.1777
23855,9,0.2560
23856,19,0.1528
23858,24,0.1207
23859,5,0.1295
23860,7,0.1467
23861,21,0.1542
23862,21,0.1415
23863,5,0.1279
23864,8,0.3867
23865,8,0.3950
23866,7,0.1868
23867,7,0.1503
23868,7,0.1596
23869,21,0.2189
23870,9,0.1247
23871,9,0.2771
23872,7,0.1964
23873,7,0.1644
23874,7,0.1079
23875,7,0.1825
23876,7,0.2307
23877,7,0.1938
23878,9,0.1832
23879,21,0.1344
23880,7,0.1514
23881,9,0.1916
23882,9,0.1861
23883,8,0.3301
23884,7,0.1397
23885,8,0.1397
23886,9,0.1860
23887,9,0.3108
23888,8,0.1102
23889,24,0.1437
23890,7,0.1638
23891,7,0.1995
23892,5,0.2527
23893,5,0.1581
23894,5,0.1693
23895,7,0.1641
23896,7,0.1772
23897,19,0.1545
23898,7,0.1473
23899,9,0.1759
23900,19,0.1194
23901,5,0.1391
23902,7,0.1434
23903,5,0.2669
23904,9,0.1318
23905,7,0.1196
23906,9,0.1331
23907,5,0.2454
23908,9,0.2689
23909,9,0.3274
23910,8,0.1544
23911,8,0.1996
23912,19,0.1111
23914,33,0.1943
23915,4,0.2968
23916,4,0.1232
23917,1,0.1617
23918,4,0.2376
23919,8,0.1980
23920,8,0.2691
23921,21,0.1496
23922,7,0.1796
23923,19,0.1561
23924,8,0.2815
23925,23,0.1541
23926,4,0.1737
23929,8,0.1255
23930,21,0.1385
23931,5,0.1971
23933,4,0.1931
23934,4,0.3477
23935,16,0.1950
23936,19,0.1718
23937,9,0.1280
23938,9,0.1354
23939,9,0.3594
23940,9,0.2732
23941,9,0.2433
23942,8,0.3252
23943,8,0.1477
23944,5,0.1581
23945,19,0.2206
23946,5,0.1722
23947,5,0.1331
23948,9,0.2571
23949,9,0.3012
23950,9,0.1828
23951,9,0.2695
23952,9,0.3637
23953,7,0.1679
23954,23,0.1369
23955,23,0.1262
23956,23,0.1805
23957,23,0.1810
23958,8,0.2035
23959,23,0.2444
23960,22,0.1875
23961,8,0.2942
23962,23,0.2149
23963,9,0.1913
23964,4,0.3833
23965,4,0.6859
23966,8,0.1749
23967,8,0.2546
23968,16,0.1738
23969,16,0.4432
23970,8,0.6624
23971,23,0.1599
23972,4,0.2288
23973,0,0.2424
23974,7,0.1490
23975,4,0.1863
23976,4,0.3018
23977,8,0.2445
23978,8,0.1966
23979,23,0.2370
23980,19,0.1906
23981,8,0.2655
23982,9,0.4043
23983,8,0.1667
23984,23,0.1929
23985,19,0.1814
23986,8,0.1428
23987,19,0.1389
23988,5,0.2444
23989,5,0.1860
23990,7,0.1593
23991,7,0.1529
23992,5,0.1154
23993,7,0.1609
23994,7,0.1933
23995,7,0.1856
23996,21,0.1176
23997,7,0.1889
23998,24,0.2040
23999,24,0.1622
24000,9,0.2206
24001,8,0.1593
24002,7,0.1732
24003,21,0.2165
24004,7,0.1874
24005,8,0.1210
24006,7,0.1804
24008,6,0.1032
24009,5,0.1933
24010,19,0.1728
24012,0,0.5543
24013,0,0.5117
24014,0,0.4627
24015,28,0.2651
24016,19,0.2080
24017,10,0.2107
24018,7,0.2040
24019,8,0.1564
24020,7,0.1214
24021,7,0.1922
24022,19,0.1416
24023,24,0.1239
24024,19,0.1964
24025,23,0.1997
24027,19,0.1640
24028,23,0.1629
24029,8,0.2309
24030,8,0.3406
24031,19,0.1696
24032,19,0.2064
24033,9,0.2430
24034,19,0.1462
24035,19,0.1388
24036,24,0.1571
24037,24,0.1738
24038,24,0.1474
24039,19,0.1671
24040,7,0.1441
24041,24,0.1782
24042,8,0.2118
24043,19,0.1686
24044,24,0.1713
24045,5,0.1573
24046,5,0.1602
24047,24,0.1627
24048,7,0.1265
24049,19,0.2291
24050,24,0.3475
24051,24,0.2098
24052,7,0.2215
24053,24,0.1465
24054,20,0.2042
24055,20,0.1474
24056,23,0.1464
24057,8,0.2816
24058,20,0.1729
24059,23,0.1793
24060,20,0.2561
24061,8,0.2797
24062,19,0.1452
24063,24,0.1417
24064,10,0.1390
24065,19,0.1987
24066,10,0.2115
24067,8,0.2492
24068,19,0.1999
24069,23,0.1434
24070,16,0.1072
24071,19,0.1252
24072,24,0.3511
24073,15,0.1566
24074,7,0.1590
24075,24,0.1304
24076,6,0.1314
24078,8,0.2358
24079,19,0.2056
24080,23,0.2139
24081,23,0.2097
24082,23,0.1320
24083,24,0.1871
24084,24,0.1983
24085,23,0.1790
24086,19,0.1607
24087,7,0.2023
24088,5,0.2441
24089,5,0.2160
24090,24,0.2084
24091,6,0.1489
24092,19,0.1890
24093,5,0.1040
24094,5,0.2860
24095,5,0.3364
24096,5,0.2602
24097,9,0.2336
24098,9,0.2083
24099,9,0.1953
24100,5,0.3119
24101,5,0.2046
24102,5,0.2380
24103,23,0.1107
24104,6,0.1285
24105,5,0.1973
24106,5,0.3179
24107,5,0.2646
24108,9,0.1932
24109,19,0.1646
24110,9,0.1783
24111,8,0.1929
24112,19,0.1101
24113,19,0.1687
24114,19,0.1597
24115,5,0.1367
24116,5,0.1196
24117,5,0.2207
24118,5,0.2234
24119,19,0.2458
24120,5,0.1810
24121,5,0.1924
24122,19,0.1636
24123,5,0.2150
24124,19,0.1387
24125,5,0.1535
24126,19,0.1355
24127,19,0.1697
24128,5,0.3680
24129,19,0.1834
24130,19,0.2356
24131,5,0.3121
24132,5,0.1738
24133,9,0.1713
24134,19,0.1397
24135,7,0.2073
24136,23,0.1394
24137,7,0.2224
24138,5,0.2074
24139,19,0.1273
24140,19,0.1825
24141,19,0.1535
24142,23,0.1787
24143,7,0.1415
24144,9,0.1677
24145,5,0.1569
24146,5,0.1602
24147,19,0.1848
24148,19,0.2212
24149,23,0.1562
24150,19,0.2451
24151,19,0.2109
24152,19,0.1663
24153,19,0.2388
24154,19,0.2683
24155,19,0.3306
24156,19,0.2194
24157,19,0.3021
24158,19,0.2303
24159,19,0.2202
24160,19,0.1767
24161,19,0.1882
24162,7,0.2208
24163,19,0.3044
24164,23,0.1880
24165,24,0.1736
24166,24,0.2092
24167,19,0.1948
24168,9,0.2323
24169,19,0.2038
24170,23,0.1662
24171,19,0.1899
24172,19,0.3323
24173,23,0.1834
24174,23,0.2155
24175,23,0.1933
24176,19,0.3177
24177,19,0.1935
24178,19,0.3258
24179,5,0.1894
24180,19,0.2865
24181,19,0.2830
24182,19,0.1959
24183,8,0.3362
24184,19,0.2187
24185,19,0.1995
24186,19,0.1717
24187,7,0.2230
24188,19,0.1897
24189,19,0.1750
24190,19,0.3400
24191,19,0.2494
24192,19,0.2759
24193,5,0.3210
24194,9,0.1487
24195,1,0.1382
24196,7,0.1458
24197,19,0.2134
24198,19,0.2628
24199,23,0.1848
