window_idx,pred_command,confidence,pose0,pose1,pose2,pose3,pose4,pose5,pose6,pose7,pose8,pose9,pose10,pose11,pose12,pose13,pose14,pose15,pose16,pose17,pose18,pose19
36929,0,0.3165,0.1584,-0.1424,0.2913,0.7262,0.0234,0.1549,0.4511,0.2877,-0.0592,0.3119,0.4761,0.2309,0.0079,0.2848,0.4089,0.1943,-0.1656,0.0252,0.6941,0.0333
36930,0,0.1513,0.1740,-0.1361,0.2799,0.5897,0.0303,0.2272,0.4194,0.2989,-0.0455,0.4066,0.4274,0.2865,0.0208,0.4489,0.3221,0.2835,-0.1606,0.2092,0.6263,0.0151
36931,0,0.2998,0.2301,-0.1805,0.2820,0.5952,0.0371,0.3164,0.4649,0.2688,-0.0452,0.3800,0.4291,0.2834,0.0139,0.3571,0.3821,0.2654,-0.1658,0.0758,0.5653,0.0787
36932,1,0.5777,0.2444,-0.2058,0.2332,0.6092,-0.0200,0.1328,0.4170,0.1955,-0.0593,0.4146,0.4894,0.2503,-0.0189,0.3718,0.5017,0.2234,-0.1684,0.0205,0.7219,0.0591
36935,1,0.3645,0.3956,-0.1702,0.1918,0.3608,-0.0825,0.3558,0.7162,0.1455,-0.0511,0.5057,0.6871,0.3553,-0.0017,0.4844,0.6822,0.4184,-0.1196,0.1727,0.8997,0.2384
36939,0,0.5017,0.6349,-0.0752,0.3367,0.8407,-0.0054,0.1695,0.6749,0.0135,-0.1063,0.0097,0.6317,0.1610,-0.0326,0.4193,0.8226,0.1100,0.0003,0.1566,0.4284,0.2423
36941,1,0.3859,0.6722,-0.0494,0.3352,1.0984,0.0081,0.1162,0.8244,0.0584,-0.0806,-0.1096,0.6229,0.0173,0.0133,0.2518,0.3531,0.4426,0.0801,0.3155,0.7661,0.0765
36942,1,0.6614,0.2990,-0.0403,0.3373,0.8317,-0.0304,0.1464,0.6251,0.1792,-0.0899,0.1018,0.4452,0.0968,0.0039,0.1996,0.3968,0.1409,-0.0096,0.0805,0.5944,0.1805
36943,1,0.2380,-0.0735,0.1034,0.3030,0.4272,-0.0965,0.1894,0.2792,0.2032,-0.0585,0.2635,0.2157,0.1711,0.0533,0.2185,0.1779,0.2515,0.0532,0.0206,0.4586,0.2246
36948,4,0.1448,-0.0938,0.0905,0.2450,0.5422,0.0317,0.3355,1.1055,0.3717,-0.0166,0.9107,0.9863,0.5182,0.0529,0.6963,0.7279,0.3455,-0.0193,0.0265,0.7815,0.2257
36951,1,0.3064,-0.2481,0.0191,0.4073,1.1450,0.0206,0.0808,1.1268,0.6039,-0.0685,0.4631,1.1443,0.7358,-0.0319,0.7804,1.4249,0.6684,-0.1105,0.1774,0.9142,0.2956
36952,1,0.3296,-0.2532,0.0103,0.4575,1.1722,0.0617,0.0774,1.0967,0.6215,-0.0306,0.2271,0.8817,0.6715,0.0549,0.5149,1.0990,0.8098,-0.0551,0.4463,1.2462,0.4603
36953,1,0.3282,-0.2674,-0.0066,0.5282,1.1573,0.0786,0.1010,1.1722,0.6863,-0.0208,0.2052,0.7947,0.7279,0.0728,0.5773,1.1001,0.9855,-0.0241,0.6350,1.6209,0.7639
36954,1,0.1475,-0.2569,-0.0061,0.5736,1.1572,0.0246,0.1154,1.2607,0.7476,-0.0804,0.2579,1.0065,0.8520,-0.0057,0.6687,1.3534,0.9281,-0.1119,0.2024,1.3732,0.7957
36959,1,0.2174,-0.0296,0.1439,0.3554,0.4468,0.0884,0.8339,1.3762,0.5135,0.0001,0.5415,0.7772,0.5940,0.0488,0.2909,0.7815,0.5499,-0.1480,-0.1830,0.7682,0.4382
36961,0,0.1766,-0.0705,0.1783,0.3424,0.6044,-0.0152,0.2458,1.3115,0.6516,-0.0616,1.0104,1.1752,0.6319,0.0568,0.6994,1.0070,0.6526,-0.0738,-0.0527,0.8706,0.3583
36962,0,0.2158,-0.1479,0.1031,0.4375,0.9476,0.0155,0.2265,1.3189,0.7058,-0.0834,0.9106,1.3925,0.8182,-0.0049,0.8852,1.1870,0.6477,-0.0560,0.0122,0.9279,0.3201
36963,0,0.3238,-0.1689,0.0511,0.4921,0.9887,0.0482,0.1891,1.2234,0.7354,-0.0988,0.5372,1.2549,1.0030,-0.1021,0.9429,1.5068,0.7043,-0.1075,0.0373,0.9930,0.3752
36964,1,0.4755,-0.1833,0.0351,0.5332,1.0090,0.0277,0.1717,1.1853,0.7378,-0.0932,0.3486,1.2312,0.9828,-0.0607,0.7161,1.5826,0.8270,-0.1340,-0.0091,1.0641,0.4661
36965,1,0.3872,-0.2126,0.0445,0.5145,1.0680,0.0497,0.0497,1.0810,0.6987,-0.0511,0.0844,1.0303,0.7891,0.0280,0.3546,1.1904,0.8663,-0.0812,0.2124,1.3329,0.6875
36966,0,0.3180,-0.2349,0.0381,0.4858,1.1487,0.0557,-0.0734,1.0910,0.7297,-0.0455,0.0170,0.9935,0.8419,0.0368,0.3980,1.2061,1.0629,-0.0303,0.5636,1.7062,0.9242
36967,1,0.1786,-0.2181,0.0682,0.4640,1.1727,0.0032,-0.1165,1.1201,0.7707,-0.0886,0.0211,1.0474,0.8754,-0.0304,0.4625,1.2708,0.9250,-0.1019,0.2080,1.4239,0.8832
36968,0,0.2280,-0.2032,0.0904,0.4544,1.1739,-0.0210,-0.1285,1.2141,0.8099,-0.1318,0.0788,1.2390,1.1061,-0.0943,0.6755,1.6328,0.9541,-0.1409,-0.0024,1.3573,0.9959
36969,0,0.2137,-0.2087,0.0855,0.4569,1.1715,0.0138,-0.0223,1.3707,0.8531,-0.0907,0.3283,1.4756,1.3545,-0.0708,0.8638,1.9007,1.1346,-0.1200,0.2446,1.6280,0.9980
36971,4,0.2088,-0.2271,0.0867,0.4464,1.0555,-0.0183,-0.0092,1.2717,0.7828,-0.0404,0.8438,1.5012,1.0101,0.0435,0.6916,1.3232,0.8518,-0.0862,-0.0435,1.2738,0.8896
36972,2,0.2625,-0.2207,0.0921,0.4094,1.0334,0.0166,0.1062,1.4010,0.8573,-0.0290,0.8971,1.7235,1.2016,0.0483,0.7371,1.5440,1.0162,-0.0899,-0.0212,1.3736,1.0852
36973,2,0.2422,-0.1678,0.1356,0.3649,0.7279,0.0976,0.5795,1.6023,0.8823,-0.0035,0.6111,1.5371,1.2876,0.0427,0.5040,1.4115,1.0296,-0.1147,-0.0615,1.2718,1.0266
36974,2,0.2176,-0.1413,0.1694,0.3152,0.5220,0.0945,0.7536,1.6587,0.9558,-0.0041,0.4705,1.2927,1.1926,0.0317,0.4031,1.1992,0.9187,-0.1331,-0.0802,1.1457,0.8551
36975,2,0.1883,-0.1709,0.1533,0.3438,0.5465,0.0221,0.3009,1.2514,0.8445,-0.0374,0.5549,1.1114,1.0096,0.0248,0.3762,0.9817,0.7775,-0.1280,-0.1207,0.9946,0.6603
36976,2,0.1698,0.2006,0.2109,0.4371,0.5637,-0.0373,0.4272,1.3721,0.9170,-0.0439,0.4959,1.3492,0.4482,0.0383,0.4339,1.3395,0.3964,-0.0102,0.1475,1.1569,0.6409
36977,0,0.2790,0.2477,0.2751,0.3612,0.6721,-0.0719,0.5761,1.5861,1.2664,-0.0616,0.6569,1.6433,0.8810,-0.0275,0.5064,1.6292,0.1563,-0.0372,0.3131,1.6049,0.9140
36978,0,0.3867,0.1605,0.1741,0.2857,0.7012,-0.0484,0.6248,1.2028,0.7404,-0.1427,0.6730,1.2396,1.0269,-0.1160,0.5884,1.2656,0.2819,-0.0237,0.4179,1.3674,0.6883
36979,0,0.7926,0.0176,0.0498,0.4863,0.8809,0.0473,0.8579,1.2528,0.6004,-0.0746,0.9572,1.1800,1.1155,-0.0400,1.0049,1.1925,1.0796,-0.0025,0.8681,1.2944,0.7196
36980,0,0.7077,-0.0326,0.0758,0.6195,1.1119,0.0888,0.9594,1.5582,0.9774,0.0162,1.0906,1.4945,1.3749,0.0250,1.1042,1.4567,1.4069,-0.0208,0.9852,1.4568,1.3595
36981,0,0.5017,-0.1851,0.0457,0.3870,0.7667,0.1317,0.4124,0.6901,0.5194,-0.0236,0.4726,0.6530,0.6760,-0.0204,0.4149,0.6266,0.7112,-0.1417,0.2442,0.7530,0.6356
36982,0,0.5894,-0.1469,0.1027,0.3190,0.6106,0.1298,0.3644,0.6547,0.4320,0.0079,0.3776,0.6030,0.4995,0.0223,0.3520,0.5784,0.5099,-0.1470,0.1327,0.7940,0.3366
36983,0,0.4728,-0.0082,0.1812,0.5989,0.7109,0.1159,0.8833,1.3907,0.8056,0.0698,0.8894,1.3097,1.0752,0.0652,0.9423,1.3039,1.0308,-0.0068,0.7306,1.4133,0.8648
36984,0,0.3493,-0.1180,0.0863,0.4395,0.5245,0.1810,0.6234,0.6963,0.5458,0.0541,0.6172,0.6595,0.6631,-0.0257,0.5935,0.6602,0.6364,-0.1473,0.3898,0.8354,0.5003
36985,0,0.4611,-0.0885,0.0393,0.2458,0.5421,0.2092,0.4263,0.5458,0.3347,0.0587,0.3960,0.5122,0.4473,0.0115,0.3685,0.4497,0.4521,-0.1833,0.1690,0.7155,0.2428
36986,0,0.4007,0.0854,0.0529,0.4358,0.9383,0.1760,0.8085,1.4674,0.6174,0.1127,0.7821,1.3761,1.0842,0.1306,0.8386,1.3718,1.0498,0.0132,0.6269,1.5764,0.8862
36989,0,0.8870,-0.0661,0.0868,0.3109,0.6685,0.0444,0.3301,0.7949,0.4994,-0.0111,0.4102,0.7442,0.5830,0.0011,0.4185,0.6800,0.5685,-0.1660,0.1829,0.8904,0.4455
36990,0,0.2296,0.0723,0.0909,0.5371,0.9839,0.1391,0.8048,1.3649,0.7240,0.1125,0.8238,1.2948,1.0157,0.1240,0.8199,1.2439,0.9895,-0.0203,0.5288,1.2585,1.0756
36992,0,0.4500,0.0381,0.0525,0.5143,1.0281,0.1223,0.4286,0.5793,0.4121,0.0049,0.4221,0.5388,0.4737,-0.0402,0.3569,0.4869,0.4285,-0.2585,0.0131,0.8594,0.3840
36993,0,0.4869,0.0504,0.0924,0.5494,0.9558,0.1283,0.8369,1.4611,0.9142,0.0679,0.8475,1.3534,1.2087,0.0770,0.9388,1.2987,1.0770,-0.0360,0.6931,1.5833,0.9815
36994,0,0.2368,-0.0944,0.0324,0.5101,0.8318,0.1792,0.7462,1.0712,0.7193,0.0762,0.7759,1.0342,1.0045,0.0339,0.8027,1.0306,0.9496,-0.0673,0.5580,1.2522,0.8122
36995,0,0.2498,-0.1331,-0.0057,0.3504,0.6521,0.1366,0.4466,0.6198,0.4493,-0.0018,0.4517,0.6252,0.5677,-0.0171,0.4372,0.5423,0.5367,-0.1812,0.1869,0.7670,0.3704
36996,0,0.2303,0.0295,0.0518,0.4438,0.7499,0.1221,0.7498,1.2079,0.6506,0.0637,0.7179,1.1590,0.9604,0.0849,0.7449,1.1052,0.9064,-0.0515,0.4863,1.2563,0.8261
36998,0,0.2361,-0.1519,-0.0341,0.2719,0.4401,0.2608,0.4717,0.2801,0.1438,0.1276,0.5780,0.2187,0.2322,0.0515,0.4940,0.1692,0.2710,-0.1665,0.2366,0.3612,0.1674
36999,0,0.1517,-0.0273,0.0538,0.3305,0.5344,0.2823,0.7521,0.6490,0.1092,0.2272,0.9442,0.4537,0.2762,0.1931,0.9142,0.3543,0.3623,0.0147,0.6828,0.4356,0.2195
37000,0,0.1624,-0.0751,0.0944,0.3012,0.5488,0.2317,0.5257,0.4537,0.0893,0.1370,0.6628,0.3090,0.1503,0.0159,0.6180,0.2278,0.2535,-0.1610,0.4175,0.4289,0.0881
37001,0,0.3934,-0.1047,0.0881,0.2877,0.6146,0.1720,0.4895,0.3382,0.1391,0.0971,0.6064,0.2765,0.1362,-0.0213,0.5562,0.1748,0.1994,-0.1729,0.3890,0.4348,0.0277
37002,3,0.1675,-0.0498,0.0803,0.3706,0.7450,0.1083,0.5723,0.4852,0.1581,0.0712,0.7136,0.4082,0.1716,0.0388,0.6708,0.2831,0.2381,-0.0867,0.4606,0.5177,0.0638
37003,0,0.2183,-0.1409,0.1298,0.2950,0.6316,0.0802,0.3169,0.4077,0.1872,-0.0273,0.4409,0.3345,0.1948,-0.0247,0.4039,0.2590,0.2332,-0.1510,0.2092,0.4849,0.0672
37005,0,0.1592,-0.0772,0.2560,0.2666,0.5294,0.1764,0.4895,0.4112,0.1343,0.0343,0.6131,0.3406,0.1968,0.0029,0.5851,0.2789,0.2489,-0.1390,0.3687,0.5319,0.0872
37006,0,0.4033,0.0031,0.2376,0.2797,0.5621,0.1403,0.5434,0.4739,0.1121,0.0270,0.6742,0.3971,0.2110,0.0186,0.6603,0.3038,0.2779,-0.1203,0.3948,0.5095,0.1197
37007,0,0.2867,0.0752,0.2782,0.3280,0.6132,0.1520,0.5868,0.4140,0.0941,-0.0112,0.5904,0.3236,0.1890,-0.0405,0.5109,0.2694,0.2650,-0.2103,0.2204,0.5575,0.1010
37008,0,0.2951,0.0869,0.2717,0.2472,0.4956,0.1201,0.4651,0.3375,0.0993,-0.0579,0.4380,0.3231,0.2056,-0.0903,0.3405,0.2768,0.2599,-0.2767,0.0311,0.6005,0.1208
37009,0,0.2239,0.1000,0.1577,0.3337,0.5795,0.1793,0.7119,0.7056,0.0884,0.0709,0.7960,0.5842,0.2831,0.0701,0.7466,0.4735,0.3653,-0.0842,0.4428,0.7021,0.2444
37010,0,0.2869,-0.0493,0.0715,0.2626,0.5769,0.1761,0.4582,0.3876,0.1267,-0.0035,0.5338,0.3079,0.1742,-0.0307,0.4969,0.2423,0.2361,-0.1906,0.2533,0.5618,0.0484
37011,0,0.4313,-0.0035,0.0855,0.2774,0.6015,0.1244,0.5130,0.4809,0.1655,-0.0251,0.5749,0.4392,0.2341,-0.0177,0.5785,0.3423,0.2720,-0.1608,0.3209,0.5886,0.0604
37012,0,0.3553,0.0658,0.0249,0.4934,0.8241,0.0973,0.6403,0.5865,0.1444,-0.0297,0.6521,0.5218,0.2504,-0.0277,0.6071,0.4256,0.2881,-0.1657,0.2602,0.6318,0.1352
37013,0,0.2168,0.0506,-0.0267,0.4508,0.8577,0.0505,0.5099,0.4144,0.1219,-0.1035,0.4896,0.3996,0.1978,-0.1028,0.4029,0.3331,0.2132,-0.2590,0.0249,0.6077,0.0942
37014,2,0.1576,0.0688,-0.0421,0.4139,0.8565,0.0978,0.6968,0.7375,0.1553,-0.0086,0.7592,0.6413,0.3098,0.0230,0.7164,0.5434,0.3298,-0.1589,0.3418,0.8135,0.1289
37015,0,0.1540,-0.0357,-0.0673,0.3821,0.6714,0.1075,0.5079,0.5229,0.1888,-0.0311,0.5504,0.4295,0.2528,-0.0152,0.5202,0.3574,0.2739,-0.1784,0.2301,0.6292,0.1047
37016,0,0.2002,0.0249,-0.0091,0.3177,0.5804,0.1342,0.5508,0.5827,0.1947,0.0014,0.5869,0.5109,0.2750,0.0060,0.5902,0.4260,0.2910,-0.1455,0.2890,0.7177,0.1948
37018,0,0.1637,-0.0743,0.0764,0.3396,0.6280,0.0916,0.4781,0.4792,0.1914,-0.0295,0.5989,0.3600,0.2027,-0.0143,0.5453,0.3014,0.2383,-0.1557,0.2631,0.5864,0.0565
37021,0,0.1560,0.0692,0.0719,0.3376,0.6244,0.1830,0.6476,0.7621,0.3085,0.0188,0.5835,0.7080,0.5027,0.0240,0.5676,0.5983,0.5565,-0.1436,0.3268,0.7658,0.4412
37022,0,0.1713,0.0606,0.0500,0.3073,0.6259,0.2297,0.6351,0.7019,0.2599,0.0205,0.5980,0.6432,0.4755,0.0098,0.5961,0.5359,0.5296,-0.1592,0.3356,0.7094,0.3862
37023,0,0.3481,0.0705,0.0520,0.2147,0.5107,0.2400,0.5572,0.5749,0.1936,0.0131,0.5829,0.5118,0.3548,-0.0062,0.5874,0.4085,0.3819,-0.1807,0.2937,0.6918,0.2793
37024,0,0.1853,0.1085,0.0909,0.2808,0.6126,0.1456,0.5924,0.5929,0.2292,-0.0171,0.6249,0.5722,0.3488,-0.0359,0.5444,0.5141,0.3645,-0.2201,0.1655,0.8372,0.3174
37026,0,0.2199,0.1183,0.1908,0.3440,0.6614,0.1901,0.7508,1.0806,0.3559,0.1071,0.8514,0.9678,0.5709,0.1104,0.8226,0.8917,0.6115,-0.0892,0.4340,1.0713,0.4836
37027,0,0.2937,0.1143,0.1457,0.4715,0.8628,0.1914,0.7983,1.4404,0.5654,0.1281,0.9170,1.3058,0.8281,0.1563,0.8644,1.2727,0.8615,-0.0228,0.4404,1.2763,0.8660
37028,0,0.1868,0.0389,0.0344,0.5102,0.8847,0.1679,0.6989,1.2586,0.5256,0.0887,0.8304,1.1469,0.7444,0.1161,0.7781,1.0912,0.7935,-0.0217,0.4123,1.0293,0.8494
37029,0,0.2801,-0.0793,0.0656,0.3429,0.6572,0.1189,0.4208,0.6027,0.3227,-0.0194,0.5102,0.5408,0.3886,-0.0213,0.4623,0.4795,0.4272,-0.1543,0.1722,0.6327,0.3439
37030,0,0.3148,-0.0146,0.1728,0.3241,0.6673,0.1089,0.5621,0.7250,0.2983,-0.0106,0.6306,0.6173,0.3872,0.0112,0.5983,0.5436,0.3988,-0.1371,0.2975,0.7843,0.2746
37031,0,0.2100,-0.0115,0.1037,0.3695,0.6962,0.1653,0.6495,0.8057,0.2711,0.0226,0.7082,0.6691,0.4177,0.0418,0.6605,0.5754,0.4335,-0.1294,0.3734,0.7674,0.3189
37032,0,0.4113,-0.0023,0.0156,0.3059,0.5790,0.1818,0.5580,0.5932,0.1236,0.0235,0.6367,0.5151,0.3086,0.0131,0.6004,0.4140,0.3494,-0.1877,0.2956,0.6578,0.1747
37033,0,0.6888,0.1058,0.0170,0.3655,0.6515,0.1489,0.6465,0.7613,0.1546,0.0400,0.7178,0.6714,0.3685,0.0617,0.6961,0.5558,0.4113,-0.1173,0.3198,0.7785,0.2933
37036,0,0.2845,-0.1257,0.1034,0.5313,0.8804,0.1263,0.3775,0.9064,0.2591,0.1062,0.7005,0.6699,0.4302,0.1225,0.7081,0.5424,0.3931,0.0295,0.4838,0.7686,0.2317
37037,0,0.2384,-0.0884,0.0982,0.2872,0.5665,0.0535,0.1517,0.2825,0.1576,-0.0356,0.3297,0.1769,0.1910,-0.0067,0.3123,0.1195,0.1803,-0.1539,0.1022,0.4296,0.0409
37038,1,0.2786,-0.1928,0.1199,0.2218,0.4846,0.0496,-0.0826,0.0155,0.1641,-0.1062,0.0001,-0.0106,0.0943,-0.0777,-0.0113,-0.0506,0.1407,-0.2620,-0.1261,0.2546,0.0065
37039,1,0.2206,-0.2530,0.0904,0.3097,0.5481,0.1033,0.0004,0.0310,0.1233,-0.0705,0.0464,-0.0062,0.0590,-0.0755,0.0096,-0.0521,0.1272,-0.2592,-0.0935,0.2851,-0.0127
37040,0,0.2329,-0.2591,0.1303,0.3673,0.4766,-0.0074,0.0580,0.0252,0.0537,-0.1046,0.1310,-0.0532,0.0059,-0.0903,0.0861,-0.0787,0.0411,-0.1939,0.0094,0.2303,-0.0496
37041,0,0.6769,-0.2424,0.1447,0.3432,0.3877,-0.0161,0.0940,0.0002,0.0434,-0.1200,0.1849,-0.0813,0.0050,-0.0786,0.1287,-0.0873,0.0237,-0.1835,0.0156,0.2089,-0.0468
37042,0,0.8272,-0.2042,0.1165,0.2984,0.3736,-0.0071,0.1922,-0.0584,0.0168,-0.0260,0.2246,-0.0850,-0.0189,0.0974,0.1454,-0.0873,-0.0057,0.0259,0.0191,0.1437,0.0253
37043,0,0.6142,-0.1688,0.1311,0.2706,0.3596,-0.0453,0.1246,-0.0787,0.0297,-0.0251,0.1784,-0.0873,-0.0198,0.1252,0.1164,-0.0873,-0.0365,0.1046,0.0207,0.0813,0.0595
37044,0,0.5485,-0.1037,0.2072,0.1973,0.3255,-0.1174,0.0327,-0.0735,0.1071,-0.1151,0.1289,-0.0873,0.0231,0.0225,0.0874,-0.0873,-0.0052,0.0092,-0.0588,0.1875,0.0076
37045,0,0.4409,-0.0483,0.2584,0.1435,0.3342,-0.1092,0.0466,-0.0775,0.1273,-0.1349,0.1259,-0.0871,0.0478,-0.0162,0.0665,-0.0873,0.0404,-0.0624,-0.1235,0.2565,-0.0116
37046,0,0.8405,0.0242,0.0948,0.1793,0.3891,-0.0456,0.0366,0.0244,0.2116,-0.1414,0.0827,-0.0163,0.1093,-0.0656,0.0153,-0.0713,0.1169,-0.1816,-0.1993,0.2216,0.0382
37047,0,0.7215,0.0249,-0.1242,0.2425,0.4112,-0.1106,-0.0531,0.1228,0.2717,-0.1622,0.0310,0.0577,0.1385,-0.0531,-0.0208,-0.0612,0.1305,-0.1321,-0.2737,0.1859,0.0843
37048,0,0.7860,-0.0475,-0.2051,0.2437,0.4065,-0.0430,-0.0820,0.1113,0.1841,-0.1157,0.0350,0.0174,0.1235,-0.0152,-0.0207,-0.0763,0.1253,-0.0846,-0.2885,0.1476,0.1103
37049,0,0.5279,0.0227,-0.1855,0.2562,0.4707,0.2890,0.2907,0.5332,0.0043,0.0597,0.2585,0.0197,0.0610,0.0946,0.1897,-0.0655,0.1851,-0.0286,0.0103,0.0274,0.1619
37050,3,0.1796,0.2256,-0.0844,0.2989,0.7787,0.3657,0.6004,0.9547,-0.0689,0.1306,0.3555,0.1267,0.0003,0.1468,0.2480,0.0223,0.2237,-0.0172,0.0871,0.0320,0.2074
37051,0,0.3795,0.3349,-0.0567,0.3206,0.8546,0.0771,0.2755,0.6776,0.0814,-0.0314,0.1906,0.2476,0.0430,0.0252,0.1235,0.1975,0.1995,-0.0825,-0.1007,0.2913,0.2035
37052,4,0.1864,0.3970,-0.1562,0.3276,0.5422,-0.0079,-0.0234,0.6173,0.1807,-0.0949,0.3298,0.5454,0.1250,-0.0067,0.3062,0.3225,0.1743,-0.0744,-0.0012,0.4655,0.2028
37053,0,0.1433,0.5123,-0.2265,0.4058,0.2109,0.0123,0.1080,0.9531,0.1534,-0.0448,0.7506,0.9114,0.0344,0.0812,0.6576,0.4129,0.1341,0.0030,0.1449,0.4710,0.1994
37054,0,0.6959,0.4543,-0.2603,0.3909,0.0992,0.0197,0.0750,0.7791,0.1517,-0.0684,0.7255,0.7491,0.0264,0.0424,0.6126,0.3620,0.1392,-0.0170,0.1124,0.4177,0.1511
37057,0,0.4683,0.4398,-0.2007,0.3064,0.2514,0.0001,0.5719,0.5973,0.0715,-0.0738,0.5637,0.3037,0.1472,0.0095,0.4554,0.2052,0.1988,-0.0614,0.1315,0.4476,0.1937
37058,0,0.5708,0.4561,-0.2099,0.3599,0.2641,0.0408,0.3106,0.5534,0.0742,-0.0749,0.6670,0.4953,0.0573,0.0078,0.6096,0.2935,0.1823,-0.0875,0.2216,0.5366,0.1473
37059,0,0.4473,0.4430,-0.1778,0.3576,0.2828,0.0455,0.4266,0.6896,0.0305,-0.0393,0.8154,0.7218,0.1282,0.0296,0.7430,0.4965,0.2599,-0.1105,0.2987,0.7630,0.2243
37060,0,0.3334,0.2621,-0.1322,0.3710,0.4783,0.0234,0.3866,0.7827,0.2154,-0.0714,0.5103,0.7826,0.3804,-0.0064,0.5250,0.5916,0.3739,-0.1415,0.3636,0.8330,0.2455
37061,0,0.4424,0.1075,-0.1711,0.4847,0.6135,0.0134,0.2015,0.8010,0.3545,-0.0748,0.2791,0.7405,0.4489,0.0075,0.3627,0.5091,0.3691,-0.1510,0.3779,0.6696,0.1348
37062,0,0.5100,0.0883,-0.0968,0.5250,0.6504,0.0276,0.1820,0.9862,0.4470,-0.0413,0.3039,0.8741,0.5529,0.0324,0.3448,0.6690,0.4808,-0.1441,0.3290,0.7462,0.2742
37063,0,0.6396,0.0835,0.1884,0.4866,0.6926,0.1380,0.4868,1.3540,0.5615,0.0830,0.5948,1.2027,0.8469,0.1184,0.5288,1.0933,0.8363,-0.0363,0.4183,1.0642,0.7899
37064,0,0.8173,-0.0190,0.3096,0.3500,0.5775,0.2152,0.5645,0.9203,0.3763,0.0930,0.6568,0.8112,0.6120,0.0597,0.5046,0.7852,0.6575,-0.1104,0.2406,0.8846,0.5824
37065,0,0.8252,-0.0922,0.2501,0.1931,0.4469,0.0803,0.4168,0.2172,0.1400,-0.0379,0.4696,0.1897,0.1546,-0.0446,0.3501,0.1520,0.1900,-0.1897,0.0122,0.5229,-0.0083
37066,0,0.7100,0.0184,0.2226,0.3365,0.5494,-0.0049,0.6566,0.3094,0.0873,-0.0202,0.7008,0.2966,0.1615,0.0488,0.6631,0.1825,0.1544,-0.0354,0.3249,0.5885,-0.0402
37067,0,0.5298,0.1465,0.2522,0.3723,0.5658,0.0489,0.7951,0.4855,0.0830,0.0077,0.8501,0.4047,0.2087,0.0469,0.8049,0.3170,0.2006,-0.0950,0.4868,0.6820,-0.0265
37068,0,0.5216,-0.0309,0.1866,0.1804,0.4393,0.1165,0.4414,0.2187,0.1236,-0.0401,0.5431,0.1411,0.1339,-0.0656,0.4402,0.1052,0.1523,-0.2790,0.0995,0.4852,-0.0644
37069,0,0.6813,-0.0752,0.1044,0.2216,0.4722,0.1519,0.3960,0.3264,0.1352,-0.0097,0.5441,0.2660,0.2108,-0.0479,0.4624,0.2019,0.2173,-0.2529,0.0521,0.5762,0.0360
37070,0,0.6486,0.0892,0.0879,0.4005,0.6921,0.1953,0.7213,0.8235,0.1491,0.1089,0.8786,0.6691,0.3626,0.0821,0.8539,0.5547,0.3678,-0.1058,0.4262,0.9197,0.1758
37071,0,0.2981,0.0974,0.0799,0.4389,0.8352,0.1287,0.8622,0.7136,0.1749,0.0798,0.9866,0.5474,0.3248,0.0625,0.9263,0.4618,0.3204,-0.1079,0.5062,0.8850,0.0792
37072,0,0.2294,-0.0116,0.2089,0.2634,0.6052,0.0384,0.4994,0.1758,0.1658,-0.0333,0.6278,0.1220,0.1647,-0.0330,0.5115,0.1003,0.1519,-0.1931,0.1396,0.5124,-0.0317
37073,0,0.2596,0.0158,0.2750,0.1754,0.3991,0.0302,0.3199,0.1872,0.1588,-0.0452,0.4512,0.1802,0.1580,-0.0230,0.3765,0.1297,0.1701,-0.1544,0.0718,0.4358,0.0423
37074,0,0.1632,0.1453,0.1854,0.3476,0.4686,0.0827,0.6632,0.6815,0.1414,0.0375,0.7712,0.5693,0.2949,0.0664,0.7503,0.4560,0.3443,-0.0533,0.4483,0.7019,0.1493
37076,3,0.1719,-0.0247,0.1644,0.1033,0.4121,0.1216,0.2190,0.1286,0.1411,-0.0562,0.3730,0.1474,0.1616,-0.1119,0.3695,0.0957,0.1569,-0.2581,0.1347,0.4679,-0.0326
37077,0,0.2598,0.0879,0.0739,0.2865,0.5402,0.0935,0.5145,0.5554,0.1560,0.0263,0.6477,0.4807,0.2675,0.0242,0.6505,0.4087,0.2915,-0.1208,0.3442,0.7679,0.0879
37078,1,0.1789,0.0901,0.0180,0.3580,0.6531,0.1150,0.5597,0.6151,0.2046,0.0037,0.6630,0.4945,0.2843,-0.0071,0.6506,0.4266,0.2737,-0.1724,0.3642,0.7670,0.0332
37079,0,0.2729,0.0006,-0.0007,0.2690,0.5843,0.0775,0.2583,0.1974,0.2481,-0.1384,0.3496,0.1554,0.1879,-0.1388,0.3100,0.1083,0.1402,-0.2872,0.0332,0.4704,-0.0843
37080,0,0.6484,-0.0171,0.0021,0.2648,0.5502,0.0312,0.2969,0.2327,0.2150,-0.1082,0.4252,0.2121,0.1887,-0.1046,0.3576,0.1972,0.1787,-0.2017,0.0339,0.5355,-0.0107
37081,0,0.4186,0.0561,0.0209,0.3919,0.7217,0.0416,0.6569,0.5921,0.1568,0.0208,0.7934,0.5213,0.2634,0.0306,0.7273,0.4552,0.2832,-0.0610,0.4132,0.7176,0.0867
37082,0,0.2713,-0.0888,0.0424,0.2766,0.6411,0.1238,0.5051,0.3493,0.1077,0.0919,0.6694,0.2816,0.1532,0.0196,0.5874,0.2042,0.2005,-0.1768,0.3069,0.5325,0.0164
